Bell ID,Place,Dedication,Region,Tower ID,Grid Ref,Latitude,Longitude,Ring ID,Collection Type,Ring Size,Bell Role,Bell Name,Weight (lbs),Weight (approx),Nominal (Hz),Note,Diameter (in),Cast Date,Listed,Founder,Founder Uncertain,Caster,Canons,Turnings,Cracked,Frame ID,In Pit
65076,Portable ring,,United States of America,25318,,,,17392,lightweight ring,8,1,,,,,D,,2015,,Matthew Higby & Co,,,,,,,
65077,Portable ring,,United States of America,25318,,,,17392,lightweight ring,8,2,,,,,C♯,,2015,,Matthew Higby & Co,,,,,,,
65078,Portable ring,,United States of America,25318,,,,17392,lightweight ring,8,3,,,,,B,,2015,,Matthew Higby & Co,,,,,,,
65079,Portable ring,,United States of America,25318,,,,17392,lightweight ring,8,4,,,,,A,,2015,,Matthew Higby & Co,,,,,,,
65080,Portable ring,,United States of America,25318,,,,17392,lightweight ring,8,5,,,,,G,,2015,,Matthew Higby & Co,,,,,,,
65081,Portable ring,,United States of America,25318,,,,17392,lightweight ring,8,6,,,,,F♯,,2015,,Matthew Higby & Co,,,,,,,
65082,Portable ring,,United States of America,25318,,,,17392,lightweight ring,8,7,,,,,E,,2015,,Matthew Higby & Co,,,,,,,
65083,Portable ring,,United States of America,25318,,,,17392,lightweight ring,8,8,,21.375,,587.0,D,,2015,,Matthew Higby & Co,,,,,,,
28762,Little Rock,Trinity Episcopal Cathedral,"Arkansas, United States of America",11263,,34.73305,-92.27681,1264,full-circle ring,8,1,,338,,1761.0,A,22.88,1987,,Whitechapel Bell Foundry,,,flat,unturned,,4117,Y
28763,Little Rock,Trinity Episcopal Cathedral,"Arkansas, United States of America",11263,,34.73305,-92.27681,1264,full-circle ring,8,2,,359,,1661.0,G♯,23.63,1987,,Whitechapel Bell Foundry,,,flat,unturned,,4117,Y
28764,Little Rock,Trinity Episcopal Cathedral,"Arkansas, United States of America",11263,,34.73305,-92.27681,1264,full-circle ring,8,3,,383,,1480.0,F♯,24.81,1987,,Whitechapel Bell Foundry,,,flat,unturned,,4117,Y
28765,Little Rock,Trinity Episcopal Cathedral,"Arkansas, United States of America",11263,,34.73305,-92.27681,1264,full-circle ring,8,4,,412,,1319.0,E,25.94,1987,,Whitechapel Bell Foundry,,,flat,unturned,,4117,Y
28766,Little Rock,Trinity Episcopal Cathedral,"Arkansas, United States of America",11263,,34.73305,-92.27681,1264,full-circle ring,8,5,,500,,1175.0,D,28.00,1987,,Whitechapel Bell Foundry,,,flat,unturned,,4117,Y
28767,Little Rock,Trinity Episcopal Cathedral,"Arkansas, United States of America",11263,,34.73305,-92.27681,1264,full-circle ring,8,6,,577,,1108.5,C♯,29.44,1987,,Whitechapel Bell Foundry,,,flat,unturned,,4117,Y
28768,Little Rock,Trinity Episcopal Cathedral,"Arkansas, United States of America",11263,,34.73305,-92.27681,1264,full-circle ring,8,7,,755,,988.0,B,32.50,1987,,Whitechapel Bell Foundry,,,flat,unturned,,4117,Y
4077,Little Rock,Trinity Episcopal Cathedral,"Arkansas, United States of America",11263,,34.73305,-92.27681,1264,full-circle ring,8,8,,1009,,880.0,A,35.88,1987,,Whitechapel Bell Foundry,,,flat,unturned,,4117,Y
30581,Marietta,S James,"Georgia, United States of America",14694,,33.95547,-84.55036,4695,full-circle ring,8,1,,247,,2093.0,C,19.88,1995,,Whitechapel Bell Foundry,,,flat,unturned,,4476,Y
30582,Marietta,S James,"Georgia, United States of America",14694,,33.95547,-84.55036,4695,full-circle ring,8,2,,254,,1975.5,B,20.44,1995,,Whitechapel Bell Foundry,,,flat,unturned,,4476,Y
30583,Marietta,S James,"Georgia, United States of America",14694,,33.95547,-84.55036,4695,full-circle ring,8,3,,282,,1760.0,A,21.44,1995,,Whitechapel Bell Foundry,,,flat,unturned,,4476,Y
30584,Marietta,S James,"Georgia, United States of America",14694,,33.95547,-84.55036,4695,full-circle ring,8,4,,281,,1567.2,G,22.38,1995,,Whitechapel Bell Foundry,,,flat,unturned,,4476,Y
30585,Marietta,S James,"Georgia, United States of America",14694,,33.95547,-84.55036,4695,full-circle ring,8,5,,326,,1397.0,F,24.00,1995,,Whitechapel Bell Foundry,,,flat,unturned,,4476,Y
30586,Marietta,S James,"Georgia, United States of America",14694,,33.95547,-84.55036,4695,full-circle ring,8,6,,345,,1318.5,E,24.81,1995,,Whitechapel Bell Foundry,,,flat,unturned,,4476,Y
30587,Marietta,S James,"Georgia, United States of America",14694,,33.95547,-84.55036,4695,full-circle ring,8,7,,445,,1175.0,D,27.19,1995,,Whitechapel Bell Foundry,,,flat,unturned,,4476,Y
4429,Marietta,S James,"Georgia, United States of America",14694,,33.95547,-84.55036,4695,full-circle ring,8,8,,593,,1046.0,C,30.19,1995,,Whitechapel Bell Foundry,,,flat,unturned,,4476,Y
30588,Marietta,S James,"Georgia, United States of America",14694,,33.95547,-84.55036,8612,other bells,,Sanctus,,430,,,D♭,,1971,,Petit & Fritsen,,,,,,,
31275,Miami,Trinity Episcopal Cathedral,"Florida, United States of America",15928,,25.79018,-80.18677,5929,full-circle ring,8,1,,558,,1397.0,F,27.25,1983,,Whitechapel Bell Foundry,,,flat,unturned,,4598,Y
31276,Miami,Trinity Episcopal Cathedral,"Florida, United States of America",15928,,25.79018,-80.18677,5929,full-circle ring,8,2,,580,,1318.0,E,28.00,1983,,Whitechapel Bell Foundry,,,flat,unturned,,4598,Y
31277,Miami,Trinity Episcopal Cathedral,"Florida, United States of America",15928,,25.79018,-80.18677,5929,full-circle ring,8,3,,628,,1174.0,D,29.50,1983,,Whitechapel Bell Foundry,,,flat,unturned,,4598,Y
31278,Miami,Trinity Episcopal Cathedral,"Florida, United States of America",15928,,25.79018,-80.18677,5929,full-circle ring,8,4,,756,,1046.0,C,31.75,1983,,Whitechapel Bell Foundry,,,flat,unturned,,4598,Y
31279,Miami,Trinity Episcopal Cathedral,"Florida, United States of America",15928,,25.79018,-80.18677,5929,full-circle ring,8,5,,863,,932.0,B♭,34.00,1983,,Whitechapel Bell Foundry,,,flat,unturned,,4598,Y
31280,Miami,Trinity Episcopal Cathedral,"Florida, United States of America",15928,,25.79018,-80.18677,5929,full-circle ring,8,6,,1024,,880.0,A,36.00,1983,,Whitechapel Bell Foundry,,,flat,unturned,,4598,Y
31281,Miami,Trinity Episcopal Cathedral,"Florida, United States of America",15928,,25.79018,-80.18677,5929,full-circle ring,8,7,,1414,,784.0,G,40.00,1983,,Whitechapel Bell Foundry,,,flat,unturned,,4598,Y
4558,Miami,Trinity Episcopal Cathedral,"Florida, United States of America",15928,,25.79018,-80.18677,5929,full-circle ring,8,8,,2008,,698.5,F,45.00,1983,,Whitechapel Bell Foundry,,,flat,unturned,,4598,Y
32408,New Castle,Immanuel on the Green,"Delaware, United States of America",13445,,39.66078,-75.56268,3446,full-circle ring,6,1,,177,,2000.0,B,18.75,1981,,John Taylor & Co (Bellfounders) Ltd,,,flat,unturned,,,Y
32409,New Castle,Immanuel on the Green,"Delaware, United States of America",13445,,39.66078,-75.56268,3446,full-circle ring,6,2,,202,,1775.0,A,19.88,1981,,John Taylor & Co (Bellfounders) Ltd,,,flat,unturned,,,Y
32410,New Castle,Immanuel on the Green,"Delaware, United States of America",13445,,39.66078,-75.56268,3446,full-circle ring,6,3,,237,,1579.0,G,21.50,1981,,John Taylor & Co (Bellfounders) Ltd,,,flat,unturned,,,Y
32411,New Castle,Immanuel on the Green,"Delaware, United States of America",13445,,39.66078,-75.56268,3446,full-circle ring,6,4,,275,,1486.0,F♯,22.50,1981,,John Taylor & Co (Bellfounders) Ltd,,,flat,unturned,,,Y
32412,New Castle,Immanuel on the Green,"Delaware, United States of America",13445,,39.66078,-75.56268,3446,full-circle ring,6,5,,314,,1319.0,E,24.25,1981,,John Taylor & Co (Bellfounders) Ltd,,,flat,unturned,,,Y
4792,New Castle,Immanuel on the Green,"Delaware, United States of America",13445,,39.66078,-75.56268,3446,full-circle ring,6,6,,416,,1174.0,D,26.75,1981,,John Taylor & Co (Bellfounders) Ltd,,,flat,unturned,,,Y
32413,New Castle,Immanuel on the Green,"Delaware, United States of America",13445,,39.66078,-75.56268,8684,other bells,,Clock,,1282,,786.5,G,39.63,1981,,John Taylor & Co (Bellfounders) Ltd,,,flat,,,,
32441,New York,Trinity Ch,"New York, United States of America",10490,,40.70790,-74.01191,491,full-circle ring,12,1,,515,,1763.0,A,25.60,2006,,"Taylors, Eayre & Smith",,,flat,unturned,,4841,Y
32442,New York,Trinity Ch,"New York, United States of America",10490,,40.70790,-74.01191,491,full-circle ring,12,2,,565,,1568.0,G,26.63,2006,,"Taylors, Eayre & Smith",,,flat,unturned,,4841,Y
32443,New York,Trinity Ch,"New York, United States of America",10490,,40.70790,-74.01191,491,full-circle ring,12,3,,541,,1484.0,F♯,26.75,2006,,"Taylors, Eayre & Smith",,,flat,unturned,,4841,Y
32444,New York,Trinity Ch,"New York, United States of America",10490,,40.70790,-74.01191,491,full-circle ring,12,4,,561,,1320.0,E,28.00,2006,,"Taylors, Eayre & Smith",,,flat,unturned,,4841,Y
32445,New York,Trinity Ch,"New York, United States of America",10490,,40.70790,-74.01191,491,full-circle ring,12,5,,611,,1178.0,D,29.38,2006,,"Taylors, Eayre & Smith",,,flat,unturned,,4841,Y
32446,New York,Trinity Ch,"New York, United States of America",10490,,40.70790,-74.01191,491,full-circle ring,12,6,,658,,1112.0,C♯,30.63,2006,,"Taylors, Eayre & Smith",,,flat,unturned,,4841,Y
32447,New York,Trinity Ch,"New York, United States of America",10490,,40.70790,-74.01191,491,full-circle ring,12,7,,752,,988.0,B,32.50,2006,,"Taylors, Eayre & Smith",,,flat,unturned,,4841,Y
32448,New York,Trinity Ch,"New York, United States of America",10490,,40.70790,-74.01191,491,full-circle ring,12,8,,884,,882.0,A,34.88,2006,,"Taylors, Eayre & Smith",,,flat,unturned,,4841,Y
32449,New York,Trinity Ch,"New York, United States of America",10490,,40.70790,-74.01191,491,full-circle ring,12,9,,1074,,784.0,G,37.88,2006,,"Taylors, Eayre & Smith",,,flat,unturned,,4841,Y
32450,New York,Trinity Ch,"New York, United States of America",10490,,40.70790,-74.01191,491,full-circle ring,12,10,,1393,,742.0,F♯,41.15,2006,,"Taylors, Eayre & Smith",,,flat,unturned,,4841,Y
32451,New York,Trinity Ch,"New York, United States of America",10490,,40.70790,-74.01191,491,full-circle ring,12,11,,1885,,659.0,E,45.50,2006,,"Taylors, Eayre & Smith",,,flat,unturned,,4841,Y
4798,New York,Trinity Ch,"New York, United States of America",10490,,40.70790,-74.01191,491,full-circle ring,12,12,,2677,,588.6,D,51.00,2006,,"Taylors, Eayre & Smith",,,flat,unturned,,4841,Y
32452,New York,Trinity Ch,"New York, United States of America",10490,,40.70790,-74.01191,491,full-circle ring,12,2#,,556,,1665.0,G♯,26.00,2016,,John Taylor & Co,,,flat,unturned,,4841,Y
32453,New York,Trinity Ch,"New York, United States of America",10490,,40.70790,-74.01191,8686,chime,11,1,,383,,1312.0,E,26.00,1909,,Meneely (Troy),,,peg_argent,,,4842,
32454,New York,Trinity Ch,"New York, United States of America",10490,,40.70790,-74.01191,8686,chime,11,2,,816,,1159.0,D,31.50,1845,,Charles & George Mears,,,conventional,,,4842,
32455,New York,Trinity Ch,"New York, United States of America",10490,,40.70790,-74.01191,8686,chime,11,3,,765,,1104.0,C♯,33.00,1845,,Charles & George Mears,,,conventional,,,4842,
32456,New York,Trinity Ch,"New York, United States of America",10490,,40.70790,-74.01191,8686,chime,11,4,,800,,1055.0,C,33.25,1849,,Charles & George Mears,,,conventional,,,4842,
32457,New York,Trinity Ch,"New York, United States of America",10490,,40.70790,-74.01191,8686,chime,11,5,,968,,982.0,B,35.25,1797,,Thomas I Mears,,,conventional,,,4842,
32458,New York,Trinity Ch,"New York, United States of America",10490,,40.70790,-74.01191,8686,chime,11,6,,1042,,873.0,A,37.88,1845,,Charles & George Mears,,,conventional,,,4842,
32459,New York,Trinity Ch,"New York, United States of America",10490,,40.70790,-74.01191,8686,chime,11,7,,1332,,831.5,G♯,39.00,2006,,"Taylors, Eayre & Smith",,,flat,unturned,,4842,
32460,New York,Trinity Ch,"New York, United States of America",10490,,40.70790,-74.01191,8686,chime,11,8,,1390,,788.0,G,41.00,1797,,Thomas I Mears,,,conventional,,,4842,
32461,New York,Trinity Ch,"New York, United States of America",10490,,40.70790,-74.01191,8686,chime,11,9,,1533,,742.0,F♯,43.00,1797,,Thomas I Mears,,,conventional,,,4842,
32462,New York,Trinity Ch,"New York, United States of America",10490,,40.70790,-74.01191,8686,chime,11,10,,2026,,660.0,E,47.00,1845,,Charles & George Mears,,,conventional,,,4842,
32463,New York,Trinity Ch,"New York, United States of America",10490,,40.70790,-74.01191,8686,chime,11,11,,3081,,588.0,D,53.00,1846,,Meneely (Watervliet),,,conventional,,,4842,
63735,Northampton,"Mendenhall Center, Smith College","Massachusetts, United States of America",15019,,42.31604,-72.63939,17617,carillon,48,Bass,,1988,Y,,D♯,,,,,,,,,,,
33178,Northampton,"Mendenhall Center, Smith College","Massachusetts, United States of America",15019,,42.31604,-72.63939,5020,full-circle ring,8,1,,301,,1754.5,A,22.75,1967,,Mears & Stainbank,,,flat,unturned,,4979,Y
33179,Northampton,"Mendenhall Center, Smith College","Massachusetts, United States of America",15019,,42.31604,-72.63939,5020,full-circle ring,8,2,,353,,1658.5,G♯,23.75,1967,,Mears & Stainbank,,,flat,unturned,,4979,Y
33180,Northampton,"Mendenhall Center, Smith College","Massachusetts, United States of America",15019,,42.31604,-72.63939,5020,full-circle ring,8,3,,380,,1479.5,F♯,25.00,1967,,Mears & Stainbank,,,flat,unturned,,4979,Y
33181,Northampton,"Mendenhall Center, Smith College","Massachusetts, United States of America",15019,,42.31604,-72.63939,5020,full-circle ring,8,4,,464,,1317.5,E,27.00,1967,,Mears & Stainbank,,,flat,unturned,,4979,Y
33182,Northampton,"Mendenhall Center, Smith College","Massachusetts, United States of America",15019,,42.31604,-72.63939,5020,full-circle ring,8,5,,528,,1173.0,D,28.75,1967,,Mears & Stainbank,,,flat,unturned,,4979,Y
33183,Northampton,"Mendenhall Center, Smith College","Massachusetts, United States of America",15019,,42.31604,-72.63939,5020,full-circle ring,8,6,,585,,1107.0,C♯,30.00,1967,,Mears & Stainbank,,,flat,unturned,,4979,Y
33184,Northampton,"Mendenhall Center, Smith College","Massachusetts, United States of America",15019,,42.31604,-72.63939,5020,full-circle ring,8,7,,801,,987.5,B,33.00,1967,,Mears & Stainbank,,,flat,unturned,,4979,Y
4945,Northampton,"Mendenhall Center, Smith College","Massachusetts, United States of America",15019,,42.31604,-72.63939,5020,full-circle ring,8,8,,963,,878.5,A,36.00,1967,,Mears & Stainbank,,,flat,unturned,,4979,Y
33958,Orleans,The Transfiguration,"Massachusetts, United States of America",15601,,41.79797,-70.00770,5602,full-circle ring,10,1,,585,,1562.0,G,27.00,2008,,Whitechapel Bell Foundry,,,flat,unturned,,5133,Y
33959,Orleans,The Transfiguration,"Massachusetts, United States of America",15601,,41.79797,-70.00770,5602,full-circle ring,10,2,,589,,1393.0,F,28.00,2008,,Whitechapel Bell Foundry,,,flat,unturned,,5133,Y
33960,Orleans,The Transfiguration,"Massachusetts, United States of America",15601,,41.79797,-70.00770,5602,full-circle ring,10,3,,627,,1243.5,E♭,29.50,2008,,Whitechapel Bell Foundry,,,flat,unturned,,5133,Y
33961,Orleans,The Transfiguration,"Massachusetts, United States of America",15601,,41.79797,-70.00770,5602,full-circle ring,10,4,,680,,1166.0,D,30.25,2008,,Whitechapel Bell Foundry,,,flat,unturned,,5133,Y
33962,Orleans,The Transfiguration,"Massachusetts, United States of America",15601,,41.79797,-70.00770,5602,full-circle ring,10,5,,716,,1040.5,C,31.75,2008,,Whitechapel Bell Foundry,,,flat,unturned,,5133,Y
33963,Orleans,The Transfiguration,"Massachusetts, United States of America",15601,,41.79797,-70.00770,5602,full-circle ring,10,6,,828,,928.5,B♭,34.00,2008,,Whitechapel Bell Foundry,,,flat,unturned,,5133,Y
33964,Orleans,The Transfiguration,"Massachusetts, United States of America",15601,,41.79797,-70.00770,5602,full-circle ring,10,7,,1060,,830.0,A♭,37.00,2008,,Whitechapel Bell Foundry,,,flat,unturned,,5133,Y
33965,Orleans,The Transfiguration,"Massachusetts, United States of America",15601,,41.79797,-70.00770,5602,full-circle ring,10,8,,1207,,776.0,G,39.00,2008,,Whitechapel Bell Foundry,,,flat,unturned,,5133,Y
33966,Orleans,The Transfiguration,"Massachusetts, United States of America",15601,,41.79797,-70.00770,5602,full-circle ring,10,9,,1716,,694.5,F,43.75,2008,,Whitechapel Bell Foundry,,,flat,unturned,,5133,Y
5095,Orleans,The Transfiguration,"Massachusetts, United States of America",15601,,41.79797,-70.00770,5602,full-circle ring,10,10,,2431,,620.0,E♭,49.00,2008,,Whitechapel Bell Foundry,,,flat,unturned,,5133,Y
35020,Philadelphia,Christ Church,"Pennsylvania, United States of America",10173,,39.95074,-75.14398,174,full-circle ring,8 U/R,1,,735,,1430.5,F,29.25,1754,,Lester & Pack,,,conventional,,,5332,Y
35021,Philadelphia,Christ Church,"Pennsylvania, United States of America",10173,,39.95074,-75.14398,174,full-circle ring,8 U/R,2,,660,,1345.0,E,29.56,1754,,Lester & Pack,,,conventional,,,5332,Y
35022,Philadelphia,Christ Church,"Pennsylvania, United States of America",10173,,39.95074,-75.14398,174,full-circle ring,8 U/R,3,,777,,1206.0,D,31.88,1754,,Lester & Pack,,,conventional,,,5332,Y
35023,Philadelphia,Christ Church,"Pennsylvania, United States of America",10173,,39.95074,-75.14398,174,full-circle ring,8 U/R,4,,,,1068.0,C,31.50,1953,,G & F Paccard,,,conventional,,,5332,Y
35024,Philadelphia,Christ Church,"Pennsylvania, United States of America",10173,,39.95074,-75.14398,174,full-circle ring,8 U/R,5,,1116,,958.0,B♭,36.00,1754,,Lester & Pack,,,conventional,,,5332,Y
35025,Philadelphia,Christ Church,"Pennsylvania, United States of America",10173,,39.95074,-75.14398,174,full-circle ring,8 U/R,6,,1295,,900.0,A,39.00,1754,,Lester & Pack,,,conventional,,,5332,Y
35026,Philadelphia,Christ Church,"Pennsylvania, United States of America",10173,,39.95074,-75.14398,174,full-circle ring,8 U/R,7,,1400,,796.5,G,41.25,1754,,Lester & Pack,,,conventional,,,5332,Y
5294,Philadelphia,Christ Church,"Pennsylvania, United States of America",10173,,39.95074,-75.14398,174,full-circle ring,8 U/R,8,,1904,Y,720.0,F,45.88,1834,,Thomas II Mears,,,conventional,,,5332,Y
35027,Philadelphia,Christ Church,"Pennsylvania, United States of America",10173,,39.95074,-75.14398,8770,chime,3,0,,,,1609.0,G,21.56,1953,,G & F Paccard,,,conventional,,,9709,
35028,Philadelphia,Christ Church,"Pennsylvania, United States of America",10173,,39.95074,-75.14398,8770,chime,3,2b,,,,1266.5,E♭,25.94,1953,,G & F Paccard,,,conventional,,,9709,
35029,Philadelphia,Christ Church,"Pennsylvania, United States of America",10173,,39.95074,-75.14398,8770,chime,3,5#,,,,1008.5,B,32.38,1953,,G & F Paccard,,,conventional,,,9710,
35030,Philadelphia,S Mark,"Pennsylvania, United States of America",16003,,39.94882,-75.16851,6004,full-circle ring,8,1,,623,,1423.0,F,,1878,,Mears & Stainbank,,,removed,unturned,,,Y
35031,Philadelphia,S Mark,"Pennsylvania, United States of America",16003,,39.94882,-75.16851,6004,full-circle ring,8,2,,645,,1310.5,E,,1878,,Mears & Stainbank,,,removed,unturned,,,Y
35032,Philadelphia,S Mark,"Pennsylvania, United States of America",16003,,39.94882,-75.16851,6004,full-circle ring,8,3,,788,,1169.5,D,,1878,,Mears & Stainbank,,,removed,unturned,,,Y
